-nan 81696.2 81152.6 83313.5 80976.6 82531.1 83325.1 83698.6 79681 80681.4 83616.6 80356 84193.8 82748.2 83197.5 80475 79947.5 83001.1 81240.8 81042.5 81942.6 83162.8 80065.3 82156.7 79883.4 80561.8 83558.1 81417.9 81031.5 82759.7 84563.2 83886.5 84575.1 84384 81651.5 83933.7 80453.3 79500.8 81942.6 81097.5 80043.9 83898.3 83313.5 84276.9 83185.9 81707.3 84647 80022.4 80998.6 79872.7 81696.2 79638.5 80605.3 84803.2 83278.7 81685 84158.3 80823.3 80987.6 79543.1 79268.8 82247.1 82326.4 84467.5 79458.5 82576.7 81462.3 82897.4 84623 82932 84623 80001 83116.5 79416.3 80022.4 81097.5 82179.3 81108.5 80119 80561.8 82920.4 80119 80812.4 79500.8 81064.5 82156.7 80648.8 80065.3 84158.3 82077.7 81931.4 84276.9 81473.4 80442.5 82021.4 79926.1 83162.8 80388.4 84707 84372.1 
1.64177e-310 79364.7 82680.8 84563.2 80485.9 83012.6 79744.8 83290.3 80954.7 80410 83174.3 83290.3 79289.8 82748.2 82633.8 81086.5 84182 83383.2 84360.2 79279.3 79617.3 81351.4 79894 79374.1 80507.5 83313.5 79755.4 79321.4 79851.3 83290.3 79649.1 79862 79808.7 83418.2 80172.7 84767.1 80768.7 80410 83898.3 82782.6 83394.9 83886.5 83945.5 81042.5 82725.3 79405.7 82213.2 82043.9 83325.1 84396 80987.6 84396 80420.9 81373.6 82817 83745.5 84276.9 83757.2 80834.2 83933.7 81174.6 84182 83604.9 82955 82066.4 83197.5 83851.2 82874.5 82383.2 80388.4 84827.2 80226.5 82576.7 82122.8 84075.4 80867 81075.5 80162 83093.4 82168 79363.5 79174.3 82021.4 79237.2 80594.4 80442.5 80910.8 83945.5 84419.8 79469.1 82043.9 83047.2 83128.1 82010.1 81395.7 79990.3 81976.3 83325.1 81451.2 83851.2 
1.63204e-310 82214.5 79543.1 82080.7 79598.8 80291.2 79926.1 83698.6 79585.5 80366.8 83651.7 82122.8 83921.9 84539.2 81618.1 83360 80076 80496.7 79627.9 79787.4 79511.4 82794.1 82190.6 79936.8 79883.4 80583.5 81551.2 81207.7 82145.4 81262.9 83301.9 81931.4 81785.6 81573.5 81673.8 83745.5 82725.3 79596.1 81606.9 79100.9 80540.1 81673.8 81329.3 81540.1 83325.1 83921.9 84419.8 83116.5 82043.9 82588.1 82508.3 79458.5 80011.7 83001.1 79226.7 84575.1 81307.1 82863 82349.1 80550.9 79216.2 81584.6 82213.2 80108.2 81987.6 80998.6 81965.1 79237.2 81707.3 81987.6 81517.9 81042.5 81841.6 80464.2 80998.6 83093.4 80834.2 84479.5 79279.3 79153.3 82258.4 83162.8 83313.5 79734.1 84336.4 83698.6 81841.6 82303.8 80194.2 83406.5 84731 79226.7 81362.5 84599.1 79310.9 80442.5 79395.2 81097.5 79840.7 83209.1 
1.61914e-310 80066.5 81009.6 84563.2 81229.8 79883.4 83139.6 82213.2 81718.5 82451.4 82749.5 83827.7 82440 82782.6 84051.7 79532.5 80878 79300.3 82145.4 82668.1 84659 84491.4 83394.9 84539.2 81562.4 82622.4 82258.4 82771.1 82168 83804.2 84443.7 83406.5 81662.7 82943.5 82179.3 81796.8 81517.9 82771.1 81729.7 84004.5 83745.5 82111.5 82599.5 81998.8 80856.1 83325.1 83933.7 81285 79776.7 82417.3 82383.2 80269.6 79195.2 82565.3 82303.8 84515.3 81020.5 79691.6 81998.8 83360 79798 79426.8 82576.7 81064.5 84372.1 83581.5 83969.1 83839.5 81629.2 81998.8 81584.6 84028.1 80054.6 80932.8 81506.8 82679.5 82247.1 79490.2 82089 80485.9 83360 79374.1 81141.5 79279.3 84099 83992.7 84336.4 84623 80921.8 81373.6 81629.2 84659 80097.5 79840.7 80323.6 81629.2 83081.8 82077.7 80453.3 79862 
1.55401e-310 1.55401e-310 84791.1 79291 79018.4 80291.2 81875.3 80768.7 80824.5 83722 80606.5 79490.2 79936.8 83197.5 80856.1 81640.4 79627.9 80954.7 80043.9 83745.5 79990.3 83371.6 83290.3 79915.4 83001.1 80076 82542.5 84182 80076 79702.2 82077.7 81953.9 82622.4 83863 80583.5 81495.6 82611 79819.3 83628.3 81618.1 84491.4 80011.7 82736.8 84743 79744.8 82885.9 80356 83780.7 83139.6 79958.2 79289.8 81696.2 83325.1 79702.2 82611 84384 83035.7 81819.2 80976.6 79321.4 83816 83546.4 83464.8 82691 80507.5 84551.2 82111.5 82759.7 80001 82908.9 84253.2 84229.4 80420.9 83898.3 83360 84695 83325.1 82349.1 81351.4 80867 80172.7 84515.3 83722 80757.8 84253.2 81875.3 84419.8 83851.2 83001.1 80475 81819.2 82736.8 81606.9 80910.8 80086.8 82145.4 81462.3 81540.1 84099 82966.5 
1.61442e-310 1.61442e-310 82247.1 82417.3 79840.7 81451.2 80529.2 83325.1 79165 82958 84779.1 78737.3 80518.4 79808.7 83593.2 78282.3 80464.2 82715.1 82213.2 80464.2 81618.1 83534.8 80022.4 79990.3 81086.5 80464.2 81417.9 82851.5 80899.9 83733.7 82748.2 83933.7 79755.4 83604.9 79936.8 82168 83278.7 80583.5 84467.5 82897.4 84396 80172.7 83651.7 80518.4 84205.7 79500.8 80757.8 82633.8 81987.6 79553.7 84146.4 84384 79331.9 80976.6 82213.2 81629.2 80420.9 80561.8 84455.6 79744.8 82281.1 81830.4 80812.4 83418.2 83745.5 81573.5 84004.5 82851.5 80507.5 83616.6 82292.4 79521.9 81384.7 82828.5 81020.5 82066.4 81629.2 82292.4 80845.2 83569.8 80366.8 83197.5 81462.3 83933.7 82326.4 81540.1 79237.2 82315.1 84253.2 79205.7 83827.7 80561.8 82383.2 81685 81506.8 84384 83139.6 82771.1 82474.1 79447.9 
1.54596e-310 1.54596e-310 81049.8 78225 79279.3 84731 80088 84683 81696.2 82150 83816 80442.5 80802.7 79289.8 80065.3 83969.1 79851.3 79799.2 81830.4 84599.1 81651.5 83992.7 81573.5 82349.1 80043.9 81752.1 82021.4 80475 83569.8 80129.7 79447.9 81584.6 82100.2 83710.3 84467.5 83348.4 83243.9 83348.4 83313.5 84551.2 79734.1 82771.1 81540.1 84087.2 81031.5 83128.1 83348.4 83558.1 80442.5 83722 83174.3 83301.9 82805.6 80616.1 80888.9 80768.7 79458.5 82932 79862 82736.8 79195.2 84527.3 82805.6 80845.2 82405.9 82668.1 81075.5 79819.3 80812.4 83488.1 83360 80594.4 80648.8 80616.1 83001.1 83360 84551.2 80943.7 81174.6 82134.1 81329.3 84719 80637.9 81484.5 81595.8 83804.2 79681 80921.8 80399.2 80076 82713.9 83792.4 83851.2 79691.6 81540.1 80856.1 81651.5 82100.2 80954.7 81285 
1.5817e-310 1.5817e-310 1.5817e-310 82417.3 83945.5 83197.5 78599.6 83628.3 82247.1 82305 80682.7 80605.3 79734.1 84134.6 84575.1 79819.3 84467.5 82771.1 83348.4 82805.6 83144.4 84122.7 81606.9 84372.1 81485.8 80302 83980.9 81998.8 80485.9 82349.1 84396 82066.4 81031.5 79195.2 80681.4 84467.5 82349.1 81640.4 80312.8 84396 79649.1 79447.9 79990.3 80108.2 83464.8 83243.9 80594.4 81473.4 83804.2 79310.9 83511.4 83383.2 82656.7 81373.6 84479.5 83910.1 80605.3 84075.4 81031.5 80280.4 80485.9 81097.5 79331.9 82668.1 80442.5 82943.5 79585.5 82496.9 81130.5 80022.4 81830.4 82817 79416.3 79416.3 82066.4 83301.9 84791.1 81562.4 83209.1 81296.1 83139.6 84384 82269.8 83874.8 84336.4 81651.5 83325.1 79342.5 79574.9 79469.1 79500.8 82201.9 82691 84134.6 83640 81251.9 83476.4 80757.8 81462.3 82360.5 
1.60263e-310 1.60263e-310 1.60263e-310 78262.9 81796.8 80773.1 84455.6 81275.2 79008 80453.3 79543.1 80465.4 81474.7 81796.8 80475 80616.1 79649.1 83360 80420.9 81809.3 79927.6 81429 83071.6 82736.8 81774.4 84503.4 79144.3 79374.1 82269.7 81429 82428.6 82224.5 84312.6 81362.5 79416.3 82122.8 82122.8 84431.7 79521.9 84384 79395.2 82190.6 83406.5 82748.2 83710.3 81086.5 84563.2 83278.7 84491.4 83035.7 82794.1 81640.4 81673.8 84611 79237.2 83969.1 80485.9 81495.6 79755.4 79437.4 81285 80226.5 83757.2 79353 81864.1 81875.3 84229.4 81897.7 79479.6 80366.8 80194.2 83278.7 80485.9 80550.9 84099 79638.5 80583.5 83441.5 82978 81218.7 82134.1 84336.4 82134.1 80976.6 79469.1 81707.3 81573.5 82759.7 79872.7 80302 81119.5 84348.3 79437.4 83886.5 82874.5 79904.7 83383.2 82326.4 79990.3 79734.1 
1.55153e-310 1.55153e-310 1.55153e-310 80550.9 83441.5 80390 84300.7 82828.5 81640.4 81584.6 82854.9 83394.9 79968.9 79144 84004.5 80485.9 83558.1 82759.7 82611 82169.2 80988.8 80086.8 84241.3 83453.1 82035.5 83139.6 82645.2 79926.1 80659.7 80453.3 80988.8 80258.9 79766.1 84539.2 79405.7 79564.3 80725 82599.5 83651.7 82542.5 83290.3 79310.9 81064.5 83816 84407.9 82989.5 81774.4 83197.5 80129.7 84503.4 83348.4 83851.2 82817 82817 83945.5 82771.1 79521.9 83255.5 83394.9 84647 82089 79490.2 83441.5 80823.3 82932 82542.5 82417.3 79490.2 79564.3 82932 84503.4 79310.9 81196.7 80001 82668.1 80572.7 83058.7 84348.3 79659.7 79521.9 83733.7 81473.4 82145.4 80442.5 79936.8 79490.2 83675.1 81440.1 80681.4 81852.8 79268.8 83992.7 80485.9 83863 83104.9 83464.8 81551.2 79258.3 81196.7 83325.1 
