0 3.43383e+06
0.025 3.4308e+06
0.05 3.4365e+06
0.075 3.4364e+06
0.1 3.43174e+06
0.125 3.43286e+06
0.15 3.43622e+06
0.175 3.43642e+06
0.2 3.43228e+06
0.225 3.43352e+06
0.25 3.43139e+06
0.275 3.43362e+06
0.3 3.42748e+06
0.325 3.43083e+06
0.35 3.42422e+06
0.375 3.43591e+06
0.4 3.44009e+06
0.425 3.43334e+06
0.45 3.42612e+06
0.475 3.43716e+06
0.5 3.43025e+06
0.525 3.43428e+06
0.55 3.43742e+06
0.575 3.42543e+06
0.6 3.43131e+06
0.625 3.42974e+06
0.65 3.44007e+06
0.675 3.43805e+06
0.7 3.43212e+06
0.725 3.43624e+06
0.75 3.43693e+06
0.775 3.43584e+06
0.8 3.43976e+06
0.825 3.44206e+06
0.85 3.43581e+06
0.875 3.43047e+06
0.9 3.42726e+06
0.925 3.43164e+06
0.95 3.43286e+06
0.975 3.42743e+06
1 3.43055e+06
1.025 3.44577e+06
1.05 3.42928e+06
1.075 3.4286e+06
1.1 3.42574e+06
1.125 3.43139e+06
1.15 3.43571e+06
1.175 3.43795e+06
1.2 3.43454e+06
1.225 3.4339e+06
1.25 3.43121e+06
1.275 3.4308e+06
1.3 3.4265e+06
1.325 3.42857e+06
1.35 3.43309e+06
1.375 3.43215e+06
1.4 3.43609e+06
1.425 3.43004e+06
1.45 3.42961e+06
1.475 3.42781e+06
1.5 3.43063e+06
1.525 3.43551e+06
1.55 3.42764e+06
1.575 3.42893e+06
1.6 3.43352e+06
1.625 3.42644e+06
1.65 3.43859e+06
1.675 3.43459e+06
1.7 3.43726e+06
1.725 3.427e+06
1.75 3.42956e+06
1.775 3.42997e+06
1.8 3.43416e+06
1.825 3.42804e+06
1.85 3.43332e+06
1.875 3.43482e+06
1.9 3.42493e+06
1.925 3.42599e+06
1.95 3.42951e+06
1.975 3.43627e+06
2 3.43423e+06
2.025 3.43086e+06
2.05 3.43813e+06
2.075 3.43861e+06
2.1 3.4319e+06
2.125 3.43144e+06
2.15 3.44058e+06
2.175 3.43192e+06
2.2 3.42997e+06
2.225 3.43469e+06
2.25 3.43439e+06
2.275 3.42989e+06
2.3 3.43332e+06
2.325 3.44119e+06
2.35 3.44142e+06
2.375 3.4246e+06
2.4 3.43256e+06
2.425 3.42943e+06
2.45 3.43497e+06
2.475 3.43314e+06
2.5 3.4265e+06
2.525 3.43905e+06
2.55 3.42938e+06
2.575 3.4227e+06
2.6 3.43096e+06
2.625 3.4251e+06
2.65 3.43383e+06
2.675 3.38396e+06
2.7 2.59608e+06
2.725 3.1146e+06
2.75 1.19875e+06
2.775 445334
2.8 203248
2.825 50914.8
2.85 73663.4
2.875 34817.3
2.9 16575.9
2.925 16575.9
2.95 11510.3
2.975 837.839
3 359.163
3.025 178.72
3.05 113.353
3.075 90.1007
3.1 81.7517
3.125 79.0831
3.15 119.712
3.175 66.3155
3.2 66.3111
3.225 66.3184
3.25 66.3118
3.275 66.3127
3.3 66.3159
3.325 29.9026
3.35 29.9026
3.375 29.9026
3.4 29.9026
3.425 29.9026
3.45 29.9026
3.475 29.9026
3.5 29.9026
3.525 29.9026
3.55 29.9026
3.575 29.9026
3.6 29.9026
3.625 29.9026
3.65 29.9026
3.675 29.9026
3.7 29.9026
3.725 29.9026
3.75 29.9026
3.775 29.9026
3.8 29.9026
3.825 29.9026
3.85 29.9026
3.875 29.9026
3.9 29.9026
3.925 29.9026
3.95 29.9026
3.975 29.9026
4 29.9026
4.025 29.9026
4.05 29.9026
4.075 29.9026
4.1 29.9026
4.125 29.9026
4.15 29.9026
4.175 29.9026
4.2 29.9026
4.225 29.9026
4.25 29.9026
4.275 29.9026
4.3 29.9026
4.325 29.9026
4.35 29.9026
4.375 29.9026
4.4 29.9026
4.425 29.9026
4.45 29.9026
4.475 29.9026
4.5 29.9026
4.525 29.9026
4.55 29.9026
4.575 29.9026
4.6 29.9026
4.625 29.9026
4.65 29.9026
4.675 29.9026
4.7 29.9026
4.725 29.9026
4.75 29.9026
4.775 29.9026
4.8 29.9026
4.825 29.9026
4.85 29.9026
4.875 29.9026
4.9 29.9026
4.925 29.9026
4.95 29.9026
4.975 29.9026
e
